,Position,Age,Overall,Preferred Foot,Body Type,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
6021,LM,27.0,69.0,1.0,0.0,69.0,161.0,65.0,68.0,45.0,74.0,63.0,69.0,59.0,62.0,66.0,71.0,76.0,72.0,60.0,66.0,77.0,66.0,48.0,59.0,64.0,61.0,60.0,25.0,67.0,61.0,64.0,71.0,58.0,49.0,26.0
6025,LB,30.0,69.0,1.0,1.0,70.0,165.0,65.0,41.0,62.0,66.0,40.0,67.0,70.0,68.0,61.0,67.0,73.0,73.0,74.0,65.0,64.0,67.0,82.0,82.0,65.0,58.0,68.0,65.0,63.0,54.0,63.0,66.0,68.0,66.0,69.0
6026,LB,25.0,69.0,1.0,0.0,70.0,165.0,70.0,36.0,65.0,61.0,37.0,63.0,72.0,70.0,63.0,64.0,67.0,72.0,72.0,65.0,73.0,68.0,74.0,75.0,77.0,43.0,79.0,65.0,60.0,62.0,63.0,67.0,64.0,69.0,70.0
6027,RB,27.0,69.0,0.0,1.0,69.0,157.0,67.0,47.0,59.0,62.0,32.0,68.0,61.0,29.0,59.0,65.0,85.0,81.0,72.0,66.0,68.0,70.0,82.0,74.0,64.0,50.0,60.0,65.0,65.0,54.0,48.0,67.0,66.0,69.0,67.0
6028,RB,31.0,69.0,0.0,0.0,65.0,148.0,71.0,41.0,56.0,67.0,42.0,66.0,53.0,42.0,64.0,65.0,77.0,80.0,91.0,65.0,91.0,50.0,88.0,77.0,46.0,44.0,74.0,65.0,53.0,62.0,44.0,54.0,63.0,66.0,64.0
6029,CM,23.0,69.0,0.0,0.0,69.0,165.0,47.0,60.0,43.0,70.0,43.0,69.0,58.0,38.0,73.0,70.0,66.0,68.0,60.0,63.0,72.0,66.0,49.0,72.0,62.0,70.0,59.0,59.0,66.0,69.0,43.0,52.0,60.0,62.0,60.0
6030,CDM,30.0,69.0,0.0,0.0,71.0,161.0,36.0,42.0,70.0,71.0,32.0,60.0,32.0,30.0,66.0,62.0,67.0,59.0,69.0,60.0,67.0,56.0,76.0,72.0,71.0,51.0,64.0,74.0,42.0,50.0,48.0,64.0,70.0,73.0,75.0
6031,GK,21.0,69.0,1.0,1.0,75.0,183.0,11.0,8.0,12.0,22.0,9.0,9.0,10.0,10.0,21.0,18.0,33.0,37.0,39.0,59.0,22.0,19.0,53.0,23.0,62.0,8.0,26.0,9.0,7.0,33.0,16.0,29.0,11.0,10.0,14.0
6032,ST,18.0,69.0,0.0,1.0,72.0,172.0,36.0,74.0,63.0,50.0,65.0,69.0,39.0,38.0,34.0,69.0,71.0,68.0,80.0,73.0,71.0,66.0,59.0,57.0,65.0,58.0,31.0,16.0,74.0,57.0,55.0,58.0,18.0,17.0,20.0
6033,ST,19.0,69.0,1.0,2.0,72.0,179.0,62.0,70.0,70.0,56.0,66.0,67.0,48.0,60.0,41.0,63.0,82.0,87.0,67.0,53.0,59.0,73.0,80.0,54.0,76.0,58.0,70.0,13.0,67.0,54.0,63.0,68.0,14.0,16.0,13.0
6034,ST,26.0,69.0,0.0,0.0,72.0,187.0,30.0,69.0,73.0,63.0,72.0,61.0,60.0,66.0,38.0,68.0,65.0,68.0,66.0,64.0,64.0,68.0,83.0,67.0,77.0,66.0,66.0,24.0,68.0,50.0,70.0,70.0,48.0,36.0,28.0
6035,LM,26.0,69.0,0.0,1.0,69.0,165.0,62.0,74.0,72.0,66.0,64.0,67.0,64.0,74.0,62.0,70.0,76.0,76.0,73.0,60.0,71.0,75.0,73.0,75.0,70.0,72.0,58.0,26.0,73.0,60.0,67.0,59.0,30.0,19.0,18.0
6036,CM,30.0,69.0,0.0,2.0,70.0,176.0,55.0,73.0,58.0,69.0,54.0,63.0,34.0,31.0,68.0,68.0,64.0,66.0,77.0,65.0,65.0,66.0,90.0,86.0,79.0,69.0,55.0,63.0,68.0,70.0,58.0,63.0,57.0,60.0,54.0
6037,CB,31.0,69.0,0.0,2.0,74.0,172.0,57.0,27.0,67.0,54.0,53.0,53.0,46.0,51.0,58.0,55.0,71.0,75.0,47.0,63.0,49.0,40.0,69.0,64.0,89.0,30.0,75.0,68.0,39.0,48.0,53.0,60.0,66.0,65.0,67.0
6038,GK,27.0,69.0,1.0,0.0,77.0,198.0,9.0,13.0,10.0,29.0,14.0,19.0,18.0,12.0,25.0,20.0,37.0,32.0,32.0,62.0,35.0,17.0,54.0,39.0,74.0,19.0,31.0,22.0,12.0,32.0,14.0,31.0,19.0,10.0,9.0
6039,RM,25.0,69.0,0.0,0.0,71.0,168.0,62.0,66.0,36.0,66.0,57.0,68.0,60.0,60.0,63.0,66.0,84.0,82.0,77.0,60.0,74.0,71.0,62.0,68.0,63.0,68.0,66.0,58.0,70.0,60.0,62.0,62.0,45.0,46.0,40.0
6040,GK,25.0,69.0,0.0,1.0,73.0,176.0,16.0,8.0,19.0,24.0,11.0,14.0,12.0,19.0,21.0,23.0,40.0,47.0,65.0,58.0,55.0,22.0,73.0,30.0,64.0,14.0,25.0,22.0,10.0,37.0,20.0,23.0,20.0,14.0,15.0
6041,LM,24.0,69.0,1.0,1.0,73.0,159.0,68.0,64.0,56.0,67.0,54.0,72.0,62.0,45.0,64.0,67.0,64.0,79.0,77.0,65.0,66.0,55.0,65.0,78.0,72.0,67.0,58.0,56.0,67.0,66.0,61.0,62.0,71.0,56.0,53.0
6042,RB,22.0,69.0,0.0,1.0,72.0,161.0,65.0,60.0,62.0,66.0,25.0,66.0,38.0,29.0,55.0,68.0,86.0,85.0,74.0,65.0,64.0,49.0,60.0,73.0,63.0,25.0,58.0,66.0,44.0,43.0,49.0,59.0,64.0,68.0,63.0
6043,RB,26.0,69.0,0.0,0.0,71.0,165.0,59.0,41.0,49.0,62.0,52.0,65.0,55.0,53.0,59.0,65.0,79.0,77.0,74.0,66.0,71.0,61.0,67.0,82.0,77.0,51.0,75.0,66.0,59.0,52.0,31.0,60.0,68.0,70.0,68.0
6045,CDM,20.0,69.0,0.0,1.0,73.0,183.0,41.0,42.0,54.0,69.0,39.0,58.0,41.0,42.0,68.0,64.0,71.0,69.0,69.0,70.0,65.0,55.0,67.0,73.0,72.0,52.0,80.0,69.0,38.0,60.0,46.0,50.0,67.0,65.0,63.0
6046,ST,20.0,69.0,0.0,1.0,73.0,170.0,56.0,69.0,63.0,70.0,66.0,72.0,61.0,58.0,58.0,70.0,71.0,73.0,69.0,63.0,57.0,70.0,69.0,75.0,66.0,68.0,31.0,20.0,65.0,68.0,70.0,57.0,21.0,17.0,20.0
6047,LM,26.0,69.0,0.0,0.0,71.0,161.0,56.0,69.0,72.0,65.0,62.0,71.0,53.0,53.0,44.0,70.0,68.0,67.0,70.0,66.0,70.0,63.0,66.0,66.0,72.0,58.0,49.0,26.0,72.0,65.0,58.0,59.0,23.0,18.0,16.0
6049,RM,25.0,69.0,1.0,0.0,69.0,154.0,65.0,71.0,47.0,63.0,34.0,72.0,62.0,43.0,61.0,70.0,74.0,75.0,82.0,65.0,79.0,70.0,74.0,71.0,63.0,67.0,59.0,53.0,68.0,66.0,54.0,59.0,44.0,56.0,49.0
6050,LB,27.0,69.0,1.0,0.0,70.0,159.0,75.0,48.0,56.0,65.0,40.0,66.0,64.0,47.0,61.0,69.0,73.0,74.0,73.0,66.0,72.0,66.0,72.0,75.0,61.0,51.0,65.0,68.0,63.0,60.0,53.0,67.0,63.0,65.0,69.0
6051,ST,29.0,69.0,0.0,2.0,72.0,172.0,43.0,68.0,70.0,55.0,68.0,65.0,56.0,60.0,40.0,66.0,59.0,62.0,62.0,69.0,55.0,72.0,78.0,64.0,74.0,68.0,44.0,36.0,71.0,62.0,70.0,67.0,25.0,22.0,27.0
6053,CDM,31.0,69.0,0.0,0.0,71.0,174.0,62.0,40.0,53.0,68.0,57.0,57.0,68.0,52.0,62.0,65.0,67.0,68.0,67.0,65.0,74.0,71.0,71.0,79.0,75.0,59.0,78.0,68.0,48.0,58.0,59.0,70.0,70.0,69.0,68.0
6054,ST,30.0,69.0,0.0,0.0,68.0,181.0,64.0,70.0,69.0,62.0,66.0,68.0,46.0,58.0,46.0,67.0,77.0,72.0,69.0,69.0,79.0,68.0,74.0,68.0,62.0,61.0,75.0,22.0,69.0,62.0,68.0,68.0,39.0,35.0,28.0
6055,ST,32.0,69.0,0.0,0.0,73.0,154.0,65.0,66.0,73.0,65.0,60.0,66.0,52.0,46.0,61.0,68.0,65.0,65.0,63.0,60.0,50.0,79.0,72.0,63.0,82.0,69.0,70.0,21.0,67.0,59.0,67.0,60.0,44.0,15.0,12.0
6056,LB,28.0,69.0,1.0,1.0,69.0,143.0,75.0,64.0,54.0,68.0,61.0,67.0,66.0,59.0,64.0,67.0,81.0,80.0,78.0,65.0,68.0,69.0,76.0,78.0,55.0,64.0,83.0,62.0,67.0,65.0,60.0,59.0,55.0,72.0,66.0
6057,GK,23.0,69.0,1.0,0.0,75.0,198.0,8.0,5.0,11.0,17.0,4.0,14.0,13.0,14.0,20.0,23.0,41.0,36.0,50.0,71.0,39.0,14.0,68.0,20.0,62.0,7.0,18.0,11.0,17.0,28.0,30.0,41.0,15.0,12.0,10.0
6058,CAM,31.0,69.0,0.0,1.0,72.0,152.0,55.0,62.0,38.0,71.0,64.0,67.0,63.0,66.0,69.0,69.0,43.0,45.0,68.0,65.0,68.0,56.0,59.0,65.0,66.0,63.0,61.0,65.0,72.0,73.0,60.0,67.0,48.0,63.0,52.0
6059,RM,19.0,69.0,0.0,1.0,67.0,161.0,65.0,63.0,23.0,64.0,51.0,76.0,66.0,40.0,58.0,69.0,79.0,80.0,80.0,58.0,62.0,53.0,33.0,61.0,32.0,57.0,35.0,23.0,62.0,65.0,64.0,65.0,34.0,33.0,35.0
6060,LM,23.0,69.0,0.0,1.0,70.0,154.0,66.0,64.0,61.0,63.0,56.0,75.0,70.0,66.0,58.0,69.0,81.0,74.0,73.0,65.0,66.0,66.0,79.0,66.0,63.0,64.0,56.0,37.0,64.0,65.0,64.0,69.0,49.0,42.0,21.0
6061,CB,24.0,69.0,0.0,0.0,72.0,181.0,44.0,16.0,67.0,68.0,24.0,36.0,31.0,38.0,61.0,48.0,50.0,62.0,51.0,59.0,62.0,42.0,91.0,66.0,81.0,17.0,61.0,63.0,27.0,40.0,47.0,62.0,69.0,73.0,69.0
6062,ST,22.0,69.0,0.0,1.0,74.0,172.0,40.0,70.0,67.0,53.0,68.0,70.0,62.0,49.0,39.0,70.0,69.0,66.0,70.0,69.0,71.0,65.0,66.0,59.0,69.0,55.0,56.0,21.0,74.0,52.0,69.0,71.0,25.0,23.0,20.0
6065,RB,32.0,69.0,0.0,2.0,70.0,179.0,65.0,34.0,65.0,65.0,53.0,61.0,69.0,64.0,63.0,64.0,74.0,77.0,62.0,70.0,61.0,71.0,80.0,70.0,82.0,55.0,74.0,65.0,55.0,57.0,69.0,67.0,68.0,68.0,70.0
6067,CM,24.0,69.0,0.0,0.0,73.0,172.0,69.0,54.0,60.0,73.0,49.0,72.0,61.0,59.0,69.0,76.0,64.0,53.0,63.0,69.0,61.0,75.0,57.0,55.0,63.0,73.0,70.0,50.0,68.0,68.0,45.0,69.0,52.0,49.0,49.0
6068,ST,26.0,69.0,1.0,0.0,74.0,185.0,42.0,68.0,63.0,60.0,60.0,67.0,59.0,39.0,29.0,66.0,71.0,74.0,68.0,65.0,51.0,69.0,74.0,73.0,84.0,63.0,49.0,22.0,71.0,43.0,66.0,61.0,27.0,22.0,20.0
6070,GK,21.0,69.0,0.0,1.0,74.0,172.0,13.0,18.0,16.0,24.0,16.0,15.0,16.0,15.0,24.0,17.0,38.0,38.0,43.0,51.0,40.0,22.0,59.0,32.0,58.0,17.0,22.0,14.0,9.0,34.0,15.0,56.0,12.0,19.0,15.0
6071,CM,30.0,69.0,0.0,0.0,71.0,176.0,72.0,56.0,65.0,73.0,66.0,61.0,61.0,71.0,76.0,74.0,42.0,49.0,53.0,68.0,61.0,83.0,68.0,52.0,75.0,73.0,72.0,66.0,57.0,67.0,63.0,80.0,65.0,70.0,68.0
6074,LB,25.0,69.0,1.0,0.0,72.0,163.0,63.0,31.0,66.0,68.0,36.0,57.0,55.0,52.0,52.0,64.0,73.0,75.0,64.0,67.0,51.0,52.0,69.0,78.0,71.0,44.0,69.0,67.0,48.0,50.0,49.0,49.0,64.0,67.0,70.0
6077,CDM,27.0,69.0,0.0,0.0,73.0,179.0,58.0,56.0,68.0,69.0,55.0,62.0,59.0,56.0,63.0,68.0,68.0,69.0,67.0,67.0,64.0,77.0,79.0,78.0,78.0,70.0,81.0,64.0,57.0,61.0,64.0,71.0,68.0,69.0,67.0
6078,CAM,23.0,69.0,0.0,0.0,70.0,163.0,58.0,64.0,62.0,65.0,58.0,69.0,65.0,56.0,54.0,71.0,77.0,73.0,73.0,65.0,75.0,67.0,73.0,80.0,66.0,63.0,61.0,31.0,70.0,69.0,67.0,67.0,45.0,20.0,24.0
6080,LB,32.0,69.0,1.0,0.0,67.0,152.0,70.0,24.0,57.0,65.0,38.0,59.0,55.0,30.0,56.0,63.0,81.0,80.0,75.0,55.0,91.0,66.0,86.0,85.0,64.0,39.0,74.0,62.0,65.0,46.0,32.0,56.0,61.0,66.0,72.0
6081,LM,26.0,69.0,1.0,1.0,69.0,157.0,62.0,55.0,51.0,67.0,38.0,70.0,64.0,45.0,63.0,67.0,77.0,82.0,73.0,63.0,77.0,50.0,64.0,88.0,62.0,47.0,69.0,49.0,68.0,65.0,44.0,66.0,40.0,53.0,50.0
6082,RM,27.0,69.0,0.0,0.0,70.0,172.0,66.0,65.0,60.0,65.0,60.0,66.0,55.0,38.0,46.0,65.0,87.0,87.0,85.0,67.0,76.0,67.0,84.0,77.0,70.0,56.0,71.0,48.0,68.0,64.0,65.0,73.0,49.0,28.0,32.0
6083,ST,31.0,69.0,1.0,1.0,77.0,203.0,38.0,68.0,81.0,56.0,62.0,60.0,43.0,39.0,44.0,64.0,46.0,52.0,40.0,70.0,30.0,70.0,65.0,69.0,92.0,56.0,28.0,15.0,73.0,65.0,64.0,74.0,21.0,20.0,19.0
6084,CAM,23.0,69.0,0.0,0.0,72.0,181.0,62.0,58.0,61.0,69.0,54.0,74.0,60.0,55.0,65.0,74.0,69.0,73.0,73.0,63.0,68.0,74.0,50.0,51.0,76.0,51.0,55.0,49.0,66.0,68.0,66.0,67.0,29.0,49.0,44.0
6085,RB,22.0,69.0,0.0,0.0,69.0,157.0,68.0,35.0,52.0,69.0,20.0,66.0,38.0,18.0,55.0,62.0,72.0,67.0,71.0,62.0,70.0,43.0,61.0,77.0,60.0,27.0,58.0,69.0,53.0,52.0,41.0,50.0,68.0,70.0,67.0
6086,CB,34.0,69.0,0.0,0.0,71.0,165.0,54.0,36.0,75.0,66.0,50.0,38.0,43.0,52.0,62.0,57.0,67.0,67.0,69.0,58.0,54.0,68.0,86.0,79.0,73.0,35.0,90.0,60.0,48.0,41.0,38.0,62.0,63.0,69.0,65.0
6087,LM,24.0,69.0,0.0,1.0,76.0,176.0,45.0,68.0,72.0,54.0,60.0,68.0,52.0,34.0,49.0,68.0,65.0,75.0,67.0,63.0,46.0,77.0,67.0,69.0,76.0,64.0,54.0,22.0,63.0,62.0,55.0,61.0,20.0,23.0,20.0
6088,ST,24.0,69.0,0.0,1.0,74.0,174.0,59.0,69.0,69.0,64.0,66.0,67.0,42.0,40.0,56.0,67.0,58.0,65.0,52.0,65.0,57.0,72.0,72.0,67.0,75.0,59.0,63.0,30.0,69.0,63.0,60.0,53.0,38.0,39.0,35.0
6090,CAM,19.0,69.0,0.0,1.0,67.0,148.0,64.0,45.0,51.0,70.0,64.0,76.0,61.0,57.0,55.0,72.0,83.0,75.0,87.0,56.0,68.0,58.0,58.0,61.0,61.0,49.0,40.0,30.0,68.0,69.0,56.0,65.0,50.0,41.0,40.0
6091,CAM,24.0,69.0,0.0,1.0,71.0,168.0,62.0,65.0,57.0,69.0,62.0,74.0,71.0,62.0,55.0,70.0,74.0,72.0,67.0,68.0,63.0,68.0,55.0,69.0,58.0,61.0,42.0,22.0,58.0,74.0,65.0,69.0,42.0,18.0,22.0
6092,LM,31.0,69.0,0.0,0.0,71.0,170.0,71.0,66.0,52.0,69.0,67.0,69.0,74.0,71.0,68.0,72.0,70.0,64.0,69.0,67.0,72.0,73.0,69.0,53.0,61.0,71.0,56.0,44.0,72.0,68.0,64.0,73.0,39.0,40.0,42.0
6093,ST,26.0,69.0,1.0,0.0,74.0,187.0,67.0,65.0,66.0,59.0,70.0,62.0,49.0,39.0,47.0,66.0,75.0,82.0,72.0,68.0,58.0,76.0,51.0,71.0,82.0,66.0,75.0,23.0,66.0,52.0,63.0,66.0,27.0,27.0,20.0
6094,LM,19.0,69.0,0.0,0.0,68.0,163.0,64.0,60.0,37.0,67.0,58.0,79.0,62.0,62.0,59.0,74.0,78.0,73.0,79.0,62.0,79.0,67.0,75.0,61.0,56.0,65.0,36.0,26.0,58.0,65.0,64.0,58.0,23.0,29.0,27.0
6095,CDM,21.0,69.0,0.0,0.0,73.0,181.0,64.0,39.0,63.0,66.0,39.0,60.0,64.0,63.0,65.0,67.0,55.0,64.0,63.0,68.0,64.0,64.0,69.0,76.0,78.0,50.0,78.0,69.0,53.0,64.0,48.0,63.0,66.0,66.0,64.0
6097,LB,28.0,69.0,1.0,0.0,71.0,179.0,65.0,48.0,71.0,66.0,40.0,68.0,59.0,44.0,60.0,62.0,67.0,71.0,69.0,61.0,56.0,52.0,71.0,71.0,82.0,59.0,83.0,71.0,59.0,55.0,49.0,66.0,47.0,76.0,77.0
6098,RB,25.0,69.0,0.0,0.0,73.0,176.0,63.0,52.0,60.0,66.0,35.0,75.0,46.0,33.0,58.0,74.0,74.0,73.0,70.0,69.0,62.0,48.0,60.0,78.0,71.0,37.0,57.0,65.0,67.0,62.0,43.0,59.0,72.0,68.0,62.0
6099,CM,23.0,69.0,0.0,0.0,70.0,150.0,69.0,52.0,57.0,69.0,71.0,71.0,70.0,72.0,68.0,69.0,75.0,68.0,73.0,66.0,77.0,74.0,73.0,75.0,68.0,73.0,71.0,67.0,63.0,66.0,65.0,63.0,64.0,67.0,59.0
6100,CB,24.0,69.0,0.0,0.0,72.0,183.0,41.0,27.0,70.0,56.0,27.0,39.0,32.0,31.0,48.0,54.0,63.0,62.0,55.0,65.0,56.0,46.0,88.0,61.0,78.0,21.0,56.0,69.0,30.0,30.0,49.0,52.0,69.0,70.0,67.0
6101,RM,28.0,69.0,0.0,0.0,65.0,143.0,63.0,64.0,50.0,70.0,59.0,74.0,69.0,58.0,49.0,66.0,77.0,74.0,79.0,68.0,69.0,67.0,58.0,75.0,64.0,60.0,64.0,54.0,66.0,67.0,63.0,65.0,56.0,56.0,50.0
6102,CM,18.0,69.0,0.0,1.0,67.0,123.0,60.0,58.0,49.0,78.0,56.0,70.0,57.0,51.0,76.0,73.0,63.0,66.0,77.0,66.0,84.0,60.0,56.0,53.0,43.0,49.0,44.0,45.0,55.0,77.0,55.0,70.0,53.0,57.0,53.0
6103,RM,30.0,69.0,0.0,1.0,71.0,161.0,66.0,57.0,49.0,59.0,51.0,69.0,50.0,48.0,57.0,68.0,88.0,87.0,88.0,67.0,70.0,82.0,91.0,76.0,78.0,58.0,63.0,54.0,64.0,62.0,51.0,64.0,49.0,52.0,46.0
6105,LB,26.0,69.0,0.0,1.0,69.0,157.0,70.0,55.0,57.0,69.0,57.0,62.0,58.0,47.0,64.0,66.0,69.0,77.0,74.0,66.0,79.0,78.0,71.0,90.0,62.0,63.0,71.0,68.0,59.0,62.0,60.0,61.0,63.0,62.0,65.0
6106,CDM,23.0,69.0,0.0,0.0,71.0,159.0,45.0,40.0,66.0,72.0,37.0,64.0,45.0,36.0,71.0,68.0,53.0,63.0,62.0,65.0,67.0,71.0,75.0,71.0,66.0,49.0,69.0,67.0,55.0,56.0,57.0,71.0,66.0,72.0,66.0
6109,CAM,26.0,69.0,0.0,2.0,70.0,181.0,52.0,68.0,59.0,75.0,52.0,53.0,58.0,54.0,69.0,75.0,63.0,65.0,51.0,62.0,64.0,65.0,55.0,65.0,68.0,63.0,68.0,22.0,74.0,75.0,51.0,65.0,24.0,21.0,24.0
6111,ST,28.0,69.0,0.0,0.0,72.0,168.0,55.0,66.0,72.0,61.0,74.0,66.0,57.0,49.0,52.0,62.0,73.0,72.0,77.0,63.0,65.0,72.0,82.0,61.0,60.0,64.0,57.0,24.0,73.0,59.0,73.0,63.0,19.0,34.0,30.0
6112,CAM,31.0,69.0,0.0,0.0,71.0,163.0,67.0,69.0,68.0,69.0,72.0,64.0,44.0,53.0,64.0,67.0,70.0,68.0,74.0,68.0,73.0,69.0,71.0,71.0,65.0,65.0,61.0,22.0,69.0,67.0,65.0,65.0,25.0,12.0,13.0
6113,ST,25.0,69.0,1.0,0.0,70.0,174.0,59.0,70.0,59.0,67.0,67.0,68.0,56.0,51.0,43.0,66.0,82.0,79.0,74.0,64.0,71.0,68.0,69.0,61.0,59.0,63.0,42.0,22.0,70.0,54.0,74.0,58.0,30.0,22.0,24.0
6114,GK,35.0,69.0,0.0,0.0,71.0,161.0,14.0,12.0,20.0,36.0,17.0,15.0,12.0,8.0,23.0,23.0,36.0,52.0,45.0,62.0,45.0,17.0,60.0,27.0,69.0,9.0,40.0,14.0,20.0,25.0,21.0,49.0,12.0,16.0,20.0
6115,CAM,25.0,69.0,0.0,0.0,66.0,143.0,50.0,69.0,48.0,65.0,68.0,69.0,42.0,33.0,58.0,68.0,82.0,84.0,80.0,66.0,93.0,70.0,83.0,90.0,53.0,71.0,60.0,17.0,68.0,64.0,67.0,60.0,20.0,14.0,18.0
6116,ST,27.0,69.0,0.0,0.0,75.0,165.0,42.0,68.0,75.0,58.0,67.0,59.0,42.0,35.0,39.0,66.0,48.0,56.0,54.0,68.0,52.0,71.0,82.0,71.0,84.0,63.0,79.0,33.0,73.0,63.0,66.0,65.0,31.0,23.0,19.0
6117,LB,30.0,69.0,1.0,0.0,68.0,157.0,69.0,55.0,48.0,72.0,41.0,68.0,65.0,67.0,64.0,63.0,77.0,73.0,76.0,69.0,72.0,59.0,52.0,74.0,59.0,63.0,72.0,68.0,71.0,55.0,59.0,54.0,59.0,67.0,71.0
6118,CB,30.0,69.0,0.0,0.0,75.0,168.0,34.0,33.0,68.0,63.0,30.0,38.0,32.0,33.0,53.0,57.0,50.0,47.0,57.0,66.0,50.0,50.0,74.0,66.0,77.0,43.0,75.0,67.0,28.0,36.0,37.0,50.0,70.0,68.0,67.0
6119,RB,21.0,69.0,0.0,0.0,72.0,172.0,66.0,44.0,58.0,65.0,33.0,66.0,36.0,29.0,57.0,66.0,74.0,75.0,67.0,61.0,63.0,46.0,67.0,77.0,70.0,31.0,68.0,59.0,39.0,38.0,43.0,67.0,69.0,69.0,72.0
6122,RM,27.0,69.0,0.0,1.0,69.0,157.0,61.0,66.0,37.0,66.0,55.0,77.0,51.0,49.0,57.0,73.0,76.0,73.0,81.0,63.0,76.0,64.0,34.0,59.0,59.0,57.0,70.0,29.0,66.0,66.0,64.0,67.0,33.0,17.0,14.0
6125,CB,32.0,69.0,0.0,0.0,70.0,157.0,56.0,59.0,71.0,65.0,48.0,60.0,43.0,45.0,66.0,64.0,60.0,59.0,69.0,69.0,69.0,65.0,90.0,85.0,78.0,59.0,75.0,64.0,66.0,66.0,58.0,65.0,62.0,66.0,64.0
6127,LM,27.0,69.0,1.0,2.0,71.0,168.0,75.0,63.0,55.0,69.0,58.0,72.0,60.0,75.0,65.0,72.0,60.0,53.0,72.0,64.0,51.0,78.0,53.0,71.0,74.0,75.0,68.0,57.0,70.0,69.0,59.0,66.0,55.0,50.0,36.0
6130,CB,24.0,69.0,0.0,0.0,74.0,174.0,38.0,25.0,69.0,56.0,26.0,49.0,26.0,27.0,48.0,57.0,71.0,68.0,67.0,57.0,71.0,61.0,81.0,58.0,74.0,23.0,69.0,63.0,40.0,34.0,31.0,52.0,70.0,71.0,72.0
6131,ST,29.0,69.0,0.0,1.0,68.0,148.0,53.0,67.0,71.0,64.0,56.0,57.0,45.0,54.0,57.0,73.0,80.0,83.0,74.0,63.0,68.0,71.0,82.0,89.0,67.0,59.0,56.0,44.0,68.0,54.0,80.0,69.0,29.0,18.0,18.0
6132,GK,32.0,69.0,0.0,0.0,73.0,174.0,21.0,18.0,15.0,32.0,13.0,17.0,21.0,25.0,23.0,21.0,23.0,22.0,50.0,65.0,37.0,21.0,58.0,44.0,59.0,14.0,33.0,25.0,13.0,43.0,16.0,49.0,12.0,15.0,16.0
6133,RM,32.0,69.0,1.0,1.0,73.0,174.0,68.0,65.0,52.0,67.0,68.0,70.0,69.0,68.0,64.0,73.0,62.0,59.0,72.0,65.0,67.0,72.0,50.0,78.0,62.0,70.0,47.0,62.0,67.0,71.0,71.0,67.0,63.0,68.0,59.0
6134,RB,29.0,69.0,0.0,0.0,70.0,176.0,60.0,40.0,57.0,64.0,48.0,65.0,48.0,31.0,53.0,61.0,73.0,67.0,70.0,69.0,79.0,61.0,73.0,80.0,66.0,42.0,85.0,67.0,48.0,36.0,52.0,50.0,66.0,73.0,70.0
6135,CB,29.0,69.0,0.0,1.0,76.0,194.0,33.0,34.0,69.0,46.0,28.0,41.0,33.0,33.0,45.0,39.0,54.0,65.0,52.0,67.0,43.0,66.0,50.0,63.0,86.0,43.0,75.0,67.0,28.0,34.0,52.0,67.0,69.0,72.0,71.0
6136,RB,26.0,69.0,0.0,1.0,73.0,170.0,71.0,41.0,62.0,66.0,60.0,67.0,60.0,52.0,64.0,68.0,58.0,73.0,60.0,69.0,66.0,72.0,63.0,64.0,69.0,41.0,71.0,66.0,67.0,62.0,49.0,62.0,69.0,73.0,72.0
6137,CDM,24.0,69.0,0.0,0.0,73.0,198.0,65.0,46.0,63.0,72.0,53.0,65.0,66.0,64.0,64.0,65.0,70.0,63.0,68.0,64.0,63.0,76.0,70.0,80.0,72.0,68.0,78.0,65.0,55.0,62.0,56.0,60.0,67.0,68.0,64.0
6138,ST,27.0,69.0,0.0,1.0,70.0,159.0,62.0,65.0,57.0,67.0,70.0,72.0,71.0,72.0,61.0,72.0,79.0,81.0,77.0,70.0,73.0,71.0,73.0,77.0,64.0,64.0,55.0,41.0,67.0,60.0,64.0,71.0,28.0,36.0,46.0
6139,RM,29.0,69.0,0.0,0.0,74.0,190.0,68.0,65.0,75.0,65.0,52.0,70.0,68.0,69.0,53.0,71.0,78.0,50.0,74.0,70.0,69.0,73.0,83.0,80.0,78.0,67.0,68.0,56.0,73.0,68.0,67.0,62.0,37.0,65.0,64.0
6140,LB,30.0,69.0,1.0,0.0,68.0,157.0,72.0,48.0,52.0,64.0,48.0,64.0,71.0,65.0,59.0,59.0,77.0,82.0,79.0,67.0,81.0,65.0,74.0,91.0,66.0,50.0,71.0,65.0,52.0,55.0,43.0,66.0,63.0,67.0,63.0
6143,ST,26.0,69.0,0.0,2.0,66.0,154.0,52.0,68.0,56.0,61.0,52.0,69.0,45.0,51.0,46.0,69.0,89.0,87.0,87.0,67.0,84.0,66.0,65.0,69.0,75.0,56.0,42.0,33.0,70.0,61.0,61.0,64.0,26.0,33.0,21.0
6144,CB,19.0,69.0,0.0,0.0,73.0,165.0,49.0,33.0,67.0,67.0,36.0,56.0,41.0,35.0,64.0,64.0,64.0,66.0,58.0,63.0,68.0,52.0,68.0,75.0,79.0,41.0,65.0,67.0,38.0,62.0,37.0,58.0,69.0,68.0,66.0
